;id;path;angle
125;125;.\Image_Dataset\image_125.png;0.4951923076923077
126;126;.\Image_Dataset\image_126.png;0.4951923076923077
127;127;.\Image_Dataset\image_127.png;0.4278846153846154
128;128;.\Image_Dataset\image_128.png;0.4278846153846154
129;129;.\Image_Dataset\image_129.png;0.4278846153846154
130;130;.\Image_Dataset\image_130.png;0.35576923076923084
131;131;.\Image_Dataset\image_131.png;0.33173076923076916
132;132;.\Image_Dataset\image_132.png;0.22596153846153855
133;133;.\Image_Dataset\image_133.png;0.009615384615384581
134;134;.\Image_Dataset\image_134.png;0.024038461538461453
135;135;.\Image_Dataset\image_135.png;-0.004807692307692291
136;136;.\Image_Dataset\image_136.png;-0.04807692307692313
137;137;.\Image_Dataset\image_137.png;-0.1923076923076923
138;138;.\Image_Dataset\image_138.png;-0.23076923076923073
139;139;.\Image_Dataset\image_139.png;-0.36057692307692313
140;140;.\Image_Dataset\image_140.png;-0.2596153846153846
141;141;.\Image_Dataset\image_141.png;-0.27403846153846156
142;142;.\Image_Dataset\image_142.png;-0.4326923076923077
143;143;.\Image_Dataset\image_143.png;-0.46634615384615385
144;144;.\Image_Dataset\image_144.png;-0.5384615384615384
145;145;.\Image_Dataset\image_145.png;-0.7211538461538461
146;146;.\Image_Dataset\image_146.png;-0.7548076923076923
147;147;.\Image_Dataset\image_147.png;-0.8413461538461539
148;148;.\Image_Dataset\image_148.png;-0.8605769230769231
149;149;.\Image_Dataset\image_149.png;-0.9038461538461539
150;150;.\Image_Dataset\image_150.png;-0.9182692307692307
151;151;.\Image_Dataset\image_151.png;-0.9278846153846154
152;152;.\Image_Dataset\image_152.png;-0.9375
153;153;.\Image_Dataset\image_153.png;-0.9375
154;154;.\Image_Dataset\image_154.png;-0.9326923076923077
155;155;.\Image_Dataset\image_155.png;-0.9326923076923077
156;156;.\Image_Dataset\image_156.png;-0.9278846153846154
157;157;.\Image_Dataset\image_157.png;-0.9278846153846154
158;158;.\Image_Dataset\image_158.png;-0.9038461538461539
159;159;.\Image_Dataset\image_159.png;-0.9038461538461539
160;160;.\Image_Dataset\image_160.png;-0.9038461538461539
161;161;.\Image_Dataset\image_161.png;-0.9134615384615384
162;162;.\Image_Dataset\image_162.png;-0.9471153846153846
163;163;.\Image_Dataset\image_163.png;-0.9471153846153846
164;164;.\Image_Dataset\image_164.png;-0.9230769230769231
165;165;.\Image_Dataset\image_165.png;-0.9230769230769231
166;166;.\Image_Dataset\image_166.png;-0.9278846153846154
167;167;.\Image_Dataset\image_167.png;-0.9230769230769231
168;168;.\Image_Dataset\image_168.png;-0.9182692307692307
169;169;.\Image_Dataset\image_169.png;-0.9182692307692307
170;170;.\Image_Dataset\image_170.png;-0.9182692307692307
171;171;.\Image_Dataset\image_171.png;-0.9182692307692307
172;172;.\Image_Dataset\image_172.png;-0.9230769230769231
173;173;.\Image_Dataset\image_173.png;-0.9230769230769231
174;174;.\Image_Dataset\image_174.png;-0.9182692307692307
175;175;.\Image_Dataset\image_175.png;-0.9182692307692307
176;176;.\Image_Dataset\image_176.png;-0.9375
177;177;.\Image_Dataset\image_177.png;-0.9375
178;178;.\Image_Dataset\image_178.png;-0.9423076923076923
179;179;.\Image_Dataset\image_179.png;-0.9086538461538461
180;180;.\Image_Dataset\image_180.png;-0.8990384615384616
181;181;.\Image_Dataset\image_181.png;-0.9086538461538461
182;182;.\Image_Dataset\image_182.png;-0.9326923076923077
183;183;.\Image_Dataset\image_183.png;-0.9519230769230769
184;184;.\Image_Dataset\image_184.png;-0.9567307692307693
185;185;.\Image_Dataset\image_185.png;-0.9567307692307693
186;186;.\Image_Dataset\image_186.png;-0.9615384615384616
187;187;.\Image_Dataset\image_187.png;-0.9615384615384616
188;188;.\Image_Dataset\image_188.png;-0.9375
189;189;.\Image_Dataset\image_189.png;-0.9326923076923077
190;190;.\Image_Dataset\image_190.png;-0.9326923076923077
191;191;.\Image_Dataset\image_191.png;-0.9471153846153846
192;192;.\Image_Dataset\image_192.png;-0.9471153846153846
193;193;.\Image_Dataset\image_193.png;-0.9471153846153846
194;194;.\Image_Dataset\image_194.png;-0.9519230769230769
195;195;.\Image_Dataset\image_195.png;-0.9230769230769231
196;196;.\Image_Dataset\image_196.png;-0.9230769230769231
197;197;.\Image_Dataset\image_197.png;-0.9230769230769231
198;198;.\Image_Dataset\image_198.png;-0.9230769230769231
199;199;.\Image_Dataset\image_199.png;-0.9230769230769231
200;200;.\Image_Dataset\image_200.png;-0.9230769230769231
201;201;.\Image_Dataset\image_201.png;-0.9278846153846154
202;202;.\Image_Dataset\image_202.png;-0.9471153846153846
203;203;.\Image_Dataset\image_203.png;-0.9471153846153846
204;204;.\Image_Dataset\image_204.png;-0.9471153846153846
205;205;.\Image_Dataset\image_205.png;-0.9615384615384616
206;206;.\Image_Dataset\image_206.png;-0.9471153846153846
207;207;.\Image_Dataset\image_207.png;-0.9471153846153846
208;208;.\Image_Dataset\image_208.png;-0.9471153846153846
209;209;.\Image_Dataset\image_209.png;-0.9471153846153846
210;210;.\Image_Dataset\image_210.png;-0.9471153846153846
211;211;.\Image_Dataset\image_211.png;-0.9471153846153846
212;212;.\Image_Dataset\image_212.png;-0.9423076923076923
213;213;.\Image_Dataset\image_213.png;-0.9471153846153846
214;214;.\Image_Dataset\image_214.png;0.05769230769230771
215;215;.\Image_Dataset\image_215.png;0.05769230769230771
216;216;.\Image_Dataset\image_216.png;0.05769230769230771
217;217;.\Image_Dataset\image_217.png;0.05769230769230771
218;218;.\Image_Dataset\image_218.png;0.05769230769230771
219;219;.\Image_Dataset\image_219.png;0.05769230769230771
220;220;.\Image_Dataset\image_220.png;0.05769230769230771
221;221;.\Image_Dataset\image_221.png;0.05769230769230771
222;222;.\Image_Dataset\image_222.png;0.05769230769230771
223;223;.\Image_Dataset\image_223.png;0.05769230769230771
224;224;.\Image_Dataset\image_224.png;0.05769230769230771
225;225;.\Image_Dataset\image_225.png;0.05769230769230771
226;226;.\Image_Dataset\image_226.png;0.1826923076923077
227;227;.\Image_Dataset\image_227.png;0.1826923076923077
228;228;.\Image_Dataset\image_228.png;0.1826923076923077
229;229;.\Image_Dataset\image_229.png;0.1826923076923077
230;230;.\Image_Dataset\image_230.png;0.1826923076923077
231;231;.\Image_Dataset\image_231.png;0.1826923076923077
232;232;.\Image_Dataset\image_232.png;0.1826923076923077
233;233;.\Image_Dataset\image_233.png;0.23076923076923084
234;234;.\Image_Dataset\image_234.png;0.23076923076923084
235;235;.\Image_Dataset\image_235.png;0.23557692307692313
236;236;.\Image_Dataset\image_236.png;0.25
237;237;.\Image_Dataset\image_237.png;0.25
238;238;.\Image_Dataset\image_238.png;0.26923076923076916
239;239;.\Image_Dataset\image_239.png;0.26923076923076916
240;240;.\Image_Dataset\image_240.png;0.26923076923076916
241;241;.\Image_Dataset\image_241.png;0.26923076923076916
242;242;.\Image_Dataset\image_242.png;0.26923076923076916
243;243;.\Image_Dataset\image_243.png;0.26923076923076916
244;244;.\Image_Dataset\image_244.png;0.29807692307692313
245;245;.\Image_Dataset\image_245.png;0.29807692307692313
246;246;.\Image_Dataset\image_246.png;0.29807692307692313
247;247;.\Image_Dataset\image_247.png;0.29807692307692313
248;248;.\Image_Dataset\image_248.png;0.29807692307692313
249;249;.\Image_Dataset\image_249.png;0.29807692307692313
250;250;.\Image_Dataset\image_250.png;0.29807692307692313
251;251;.\Image_Dataset\image_251.png;0.29807692307692313
252;252;.\Image_Dataset\image_252.png;0.3173076923076923
253;253;.\Image_Dataset\image_253.png;0.33173076923076916
254;254;.\Image_Dataset\image_254.png;0.38942307692307687
255;255;.\Image_Dataset\image_255.png;0.5096153846153846
256;256;.\Image_Dataset\image_256.png;0.5096153846153846
257;257;.\Image_Dataset\image_257.png;0.5096153846153846
258;258;.\Image_Dataset\image_258.png;0.5096153846153846
259;259;.\Image_Dataset\image_259.png;0.5096153846153846
260;260;.\Image_Dataset\image_260.png;0.5096153846153846
261;261;.\Image_Dataset\image_261.png;0.5048076923076923
262;262;.\Image_Dataset\image_262.png;0.5048076923076923
263;263;.\Image_Dataset\image_263.png;0.5048076923076923
264;264;.\Image_Dataset\image_264.png;0.5528846153846154
265;265;.\Image_Dataset\image_265.png;0.5528846153846154
266;266;.\Image_Dataset\image_266.png;0.5528846153846154
267;267;.\Image_Dataset\image_267.png;0.5528846153846154
268;268;.\Image_Dataset\image_268.png;0.5528846153846154
269;269;.\Image_Dataset\image_269.png;0.5528846153846154
270;270;.\Image_Dataset\image_270.png;0.5528846153846154
271;271;.\Image_Dataset\image_271.png;0.5528846153846154
272;272;.\Image_Dataset\image_272.png;0.5528846153846154
273;273;.\Image_Dataset\image_273.png;0.41346153846153855
274;274;.\Image_Dataset\image_274.png;0.3798076923076923
275;275;.\Image_Dataset\image_275.png;0.3798076923076923
276;276;.\Image_Dataset\image_276.png;0.3798076923076923
277;277;.\Image_Dataset\image_277.png;0.3798076923076923
278;278;.\Image_Dataset\image_278.png;0.3798076923076923
279;279;.\Image_Dataset\image_279.png;0.3221153846153846
280;280;.\Image_Dataset\image_280.png;0.3221153846153846
281;281;.\Image_Dataset\image_281.png;0.3221153846153846
282;282;.\Image_Dataset\image_282.png;0.26923076923076916
283;283;.\Image_Dataset\image_283.png;0.26923076923076916
284;284;.\Image_Dataset\image_284.png;0.26923076923076916
285;285;.\Image_Dataset\image_285.png;0.29807692307692313
286;286;.\Image_Dataset\image_286.png;0.26442307692307687
287;287;.\Image_Dataset\image_287.png;0.26923076923076916
288;288;.\Image_Dataset\image_288.png;0.26923076923076916
289;289;.\Image_Dataset\image_289.png;0.26923076923076916
290;290;.\Image_Dataset\image_290.png;0.26923076923076916
291;291;.\Image_Dataset\image_291.png;0.26923076923076916
292;292;.\Image_Dataset\image_292.png;0.26923076923076916
293;293;.\Image_Dataset\image_293.png;0.26923076923076916
294;294;.\Image_Dataset\image_294.png;0.26923076923076916
295;295;.\Image_Dataset\image_295.png;0.26923076923076916
296;296;.\Image_Dataset\image_296.png;0.26923076923076916
297;297;.\Image_Dataset\image_297.png;0.26923076923076916
298;298;.\Image_Dataset\image_298.png;0.27884615384615374
299;299;.\Image_Dataset\image_299.png;0.27403846153846145
300;300;.\Image_Dataset\image_300.png;0.22115384615384626
301;301;.\Image_Dataset\image_301.png;0.10096153846153855
302;302;.\Image_Dataset\image_302.png;-0.05288461538461542
303;303;.\Image_Dataset\image_303.png;-0.14423076923076927
304;304;.\Image_Dataset\image_304.png;-0.20192307692307687
305;305;.\Image_Dataset\image_305.png;-0.22596153846153844
306;306;.\Image_Dataset\image_306.png;-0.4278846153846154
307;307;.\Image_Dataset\image_307.png;-0.40865384615384615
308;308;.\Image_Dataset\image_308.png;-0.5384615384615384
309;309;.\Image_Dataset\image_309.png;-0.6538461538461539
310;310;.\Image_Dataset\image_310.png;-0.7355769230769231
311;311;.\Image_Dataset\image_311.png;-0.7836538461538461
312;312;.\Image_Dataset\image_312.png;-0.7884615384615384
313;313;.\Image_Dataset\image_313.png;-0.7884615384615384
314;314;.\Image_Dataset\image_314.png;-0.8221153846153846
315;315;.\Image_Dataset\image_315.png;-0.8942307692307693
316;316;.\Image_Dataset\image_316.png;-0.9134615384615384
317;317;.\Image_Dataset\image_317.png;-0.9134615384615384
318;318;.\Image_Dataset\image_318.png;-0.9134615384615384
319;319;.\Image_Dataset\image_319.png;-0.8894230769230769
320;320;.\Image_Dataset\image_320.png;-0.8990384615384616
321;321;.\Image_Dataset\image_321.png;-0.875
322;322;.\Image_Dataset\image_322.png;-0.9086538461538461
323;323;.\Image_Dataset\image_323.png;-0.9086538461538461
324;324;.\Image_Dataset\image_324.png;-0.9038461538461539
325;325;.\Image_Dataset\image_325.png;-0.9230769230769231
326;326;.\Image_Dataset\image_326.png;-0.9134615384615384
327;327;.\Image_Dataset\image_327.png;-0.9134615384615384
328;328;.\Image_Dataset\image_328.png;-0.9134615384615384
329;329;.\Image_Dataset\image_329.png;-0.9134615384615384
330;330;.\Image_Dataset\image_330.png;-0.9134615384615384
331;331;.\Image_Dataset\image_331.png;-0.9134615384615384
332;332;.\Image_Dataset\image_332.png;-0.9134615384615384
333;333;.\Image_Dataset\image_333.png;-0.9134615384615384
334;334;.\Image_Dataset\image_334.png;-0.9038461538461539
335;335;.\Image_Dataset\image_335.png;-0.9038461538461539
336;336;.\Image_Dataset\image_336.png;-0.9038461538461539
337;337;.\Image_Dataset\image_337.png;-0.9278846153846154
338;338;.\Image_Dataset\image_338.png;-0.9278846153846154
339;339;.\Image_Dataset\image_339.png;-0.9326923076923077
340;340;.\Image_Dataset\image_340.png;-0.9326923076923077
341;341;.\Image_Dataset\image_341.png;-0.9326923076923077
342;342;.\Image_Dataset\image_342.png;-0.9326923076923077
343;343;.\Image_Dataset\image_343.png;-0.9326923076923077
344;344;.\Image_Dataset\image_344.png;-0.9326923076923077
345;345;.\Image_Dataset\image_345.png;-0.9278846153846154
346;346;.\Image_Dataset\image_346.png;-0.8942307692307693
347;347;.\Image_Dataset\image_347.png;-0.9375
348;348;.\Image_Dataset\image_348.png;-0.9375
349;349;.\Image_Dataset\image_349.png;-0.9375
350;350;.\Image_Dataset\image_350.png;-0.9375
351;351;.\Image_Dataset\image_351.png;-0.9182692307692307
352;352;.\Image_Dataset\image_352.png;-0.9182692307692307
353;353;.\Image_Dataset\image_353.png;-0.9423076923076923
354;354;.\Image_Dataset\image_354.png;-0.9423076923076923
355;355;.\Image_Dataset\image_355.png;-0.9230769230769231
356;356;.\Image_Dataset\image_356.png;-0.9230769230769231
357;357;.\Image_Dataset\image_357.png;-0.9230769230769231
358;358;.\Image_Dataset\image_358.png;-0.9230769230769231
359;359;.\Image_Dataset\image_359.png;-0.9230769230769231
360;360;.\Image_Dataset\image_360.png;-0.9230769230769231
361;361;.\Image_Dataset\image_361.png;-0.9230769230769231
362;362;.\Image_Dataset\image_362.png;-0.9230769230769231
363;363;.\Image_Dataset\image_363.png;-0.9230769230769231
364;364;.\Image_Dataset\image_364.png;-0.9230769230769231
365;365;.\Image_Dataset\image_365.png;-0.8990384615384616
366;366;.\Image_Dataset\image_366.png;-0.875
367;367;.\Image_Dataset\image_367.png;-0.9134615384615384
368;368;.\Image_Dataset\image_368.png;-0.9134615384615384
369;369;.\Image_Dataset\image_369.png;-0.9134615384615384
370;370;.\Image_Dataset\image_370.png;-0.9134615384615384
371;371;.\Image_Dataset\image_371.png;-0.9134615384615384
372;372;.\Image_Dataset\image_372.png;-0.9134615384615384
373;373;.\Image_Dataset\image_373.png;-0.8990384615384616
374;374;.\Image_Dataset\image_374.png;-0.8990384615384616
375;375;.\Image_Dataset\image_375.png;-0.8990384615384616
376;376;.\Image_Dataset\image_376.png;-0.8990384615384616
377;377;.\Image_Dataset\image_377.png;-0.8990384615384616
378;378;.\Image_Dataset\image_378.png;-0.8509615384615384
379;379;.\Image_Dataset\image_379.png;-0.8942307692307693
380;380;.\Image_Dataset\image_380.png;-0.9038461538461539
381;381;.\Image_Dataset\image_381.png;-0.9038461538461539
382;382;.\Image_Dataset\image_382.png;-0.9038461538461539
383;383;.\Image_Dataset\image_383.png;-0.8942307692307693
384;384;.\Image_Dataset\image_384.png;-0.9182692307692307
385;385;.\Image_Dataset\image_385.png;-0.9182692307692307
386;386;.\Image_Dataset\image_386.png;-0.9182692307692307
387;387;.\Image_Dataset\image_387.png;-0.9278846153846154
388;388;.\Image_Dataset\image_388.png;-0.8990384615384616
389;389;.\Image_Dataset\image_389.png;-0.8701923076923077
390;390;.\Image_Dataset\image_390.png;-0.8701923076923077
391;391;.\Image_Dataset\image_391.png;-0.8413461538461539
392;392;.\Image_Dataset\image_392.png;-0.8557692307692308
393;393;.\Image_Dataset\image_393.png;-0.8557692307692308
394;394;.\Image_Dataset\image_394.png;-0.8557692307692308
395;395;.\Image_Dataset\image_395.png;-0.8317307692307692
396;396;.\Image_Dataset\image_396.png;-0.8317307692307692
397;397;.\Image_Dataset\image_397.png;-0.8317307692307692
398;398;.\Image_Dataset\image_398.png;-0.8413461538461539
399;399;.\Image_Dataset\image_399.png;-0.8413461538461539
400;400;.\Image_Dataset\image_400.png;-0.8990384615384616
401;401;.\Image_Dataset\image_401.png;-0.9134615384615384
402;402;.\Image_Dataset\image_402.png;-0.9134615384615384
403;403;.\Image_Dataset\image_403.png;-0.9134615384615384
404;404;.\Image_Dataset\image_404.png;-0.8942307692307693
405;405;.\Image_Dataset\image_405.png;-0.9086538461538461
406;406;.\Image_Dataset\image_406.png;-0.9134615384615384
407;407;.\Image_Dataset\image_407.png;-0.9134615384615384
408;408;.\Image_Dataset\image_408.png;-0.9134615384615384
409;409;.\Image_Dataset\image_409.png;-0.8990384615384616
410;410;.\Image_Dataset\image_410.png;-0.8894230769230769
411;411;.\Image_Dataset\image_411.png;-0.9086538461538461
412;412;.\Image_Dataset\image_412.png;-0.9278846153846154
413;413;.\Image_Dataset\image_413.png;-0.9278846153846154
414;414;.\Image_Dataset\image_414.png;-0.9278846153846154
415;415;.\Image_Dataset\image_415.png;-0.9278846153846154
416;416;.\Image_Dataset\image_416.png;-0.9278846153846154
417;417;.\Image_Dataset\image_417.png;-0.9230769230769231
418;418;.\Image_Dataset\image_418.png;-0.9230769230769231
419;419;.\Image_Dataset\image_419.png;-0.9230769230769231
420;420;.\Image_Dataset\image_420.png;-0.9278846153846154
421;421;.\Image_Dataset\image_421.png;-0.9375
422;422;.\Image_Dataset\image_422.png;-0.9375
423;423;.\Image_Dataset\image_423.png;-0.9182692307692307
424;424;.\Image_Dataset\image_424.png;0.03846153846153855
425;425;.\Image_Dataset\image_425.png;0.05769230769230771
426;426;.\Image_Dataset\image_426.png;0.05769230769230771
427;427;.\Image_Dataset\image_427.png;0.0625
428;428;.\Image_Dataset\image_428.png;0.09615384615384626
429;429;.\Image_Dataset\image_429.png;0.09615384615384626
430;430;.\Image_Dataset\image_430.png;0.10096153846153855
431;431;.\Image_Dataset\image_431.png;0.09615384615384626
432;432;.\Image_Dataset\image_432.png;0.17307692307692313
433;433;.\Image_Dataset\image_433.png;0.1875
434;434;.\Image_Dataset\image_434.png;0.1875
435;435;.\Image_Dataset\image_435.png;0.1875
436;436;.\Image_Dataset\image_436.png;0.1875
437;437;.\Image_Dataset\image_437.png;0.1875
438;438;.\Image_Dataset\image_438.png;0.1875
439;439;.\Image_Dataset\image_439.png;0.1875
440;440;.\Image_Dataset\image_440.png;0.1875
441;441;.\Image_Dataset\image_441.png;0.1875
442;442;.\Image_Dataset\image_442.png;0.1875
443;443;.\Image_Dataset\image_443.png;0.1875
444;444;.\Image_Dataset\image_444.png;0.1875
445;445;.\Image_Dataset\image_445.png;0.1875
446;446;.\Image_Dataset\image_446.png;0.1875
447;447;.\Image_Dataset\image_447.png;0.1875
448;448;.\Image_Dataset\image_448.png;0.1875
449;449;.\Image_Dataset\image_449.png;0.1875
450;450;.\Image_Dataset\image_450.png;0.5240384615384615
451;451;.\Image_Dataset\image_451.png;0.5240384615384615
452;452;.\Image_Dataset\image_452.png;0.5625
453;453;.\Image_Dataset\image_453.png;0.5625
454;454;.\Image_Dataset\image_454.png;0.5625
455;455;.\Image_Dataset\image_455.png;0.5625
456;456;.\Image_Dataset\image_456.png;0.6730769230769231
457;457;.\Image_Dataset\image_457.png;0.7259615384615385
458;458;.\Image_Dataset\image_458.png;0.7259615384615385
459;459;.\Image_Dataset\image_459.png;0.7259615384615385
460;460;.\Image_Dataset\image_460.png;0.8269230769230769
461;461;.\Image_Dataset\image_461.png;0.8317307692307692
462;462;.\Image_Dataset\image_462.png;0.8317307692307692
463;463;.\Image_Dataset\image_463.png;0.8557692307692308
464;464;.\Image_Dataset\image_464.png;0.8557692307692308
465;465;.\Image_Dataset\image_465.png;0.8846153846153846
466;466;.\Image_Dataset\image_466.png;0.8846153846153846
467;467;.\Image_Dataset\image_467.png;0.8846153846153846
468;468;.\Image_Dataset\image_468.png;0.8894230769230769
469;469;.\Image_Dataset\image_469.png;0.8894230769230769
470;470;.\Image_Dataset\image_470.png;0.8894230769230769
471;471;.\Image_Dataset\image_471.png;0.8894230769230769
472;472;.\Image_Dataset\image_472.png;0.8894230769230769
473;473;.\Image_Dataset\image_473.png;0.8894230769230769
474;474;.\Image_Dataset\image_474.png;0.8894230769230769
475;475;.\Image_Dataset\image_475.png;0.8894230769230769
476;476;.\Image_Dataset\image_476.png;0.8894230769230769
477;477;.\Image_Dataset\image_477.png;0.8894230769230769
478;478;.\Image_Dataset\image_478.png;0.8894230769230769
